presupuesto,genero,estreno,recaudacion,duracion,titulo,puntuacion,votos,director,
70000000,Science Fiction Horror Action,1997,162000000,109.0,Alien: Resurrection,5.9,1365,Jean-Pierre Jeunet,
61000000,Action Drama Mystery Thriller Crime,2007,95696996,124.0,Shooter,6.9,1462,Antoine Fuqua,
60000000,Animation Comedy Family Fantasy,2014,108255770,97.0,The Boxtrolls,6.6,668,Anthony Stacchi,
75000000,Drama Fantasy Comedy,1998,46683377,104.0,Practical Magic,6.3,338,Griffin Dunne,
60000000,Adventure Animation Comedy Family Fantasy,2014,469160692,100.0,The Lego Movie,7.5,3070,Phil Lord,
0,Action Comedy,2005,0,115.0,Miss Congeniality 2: Armed and Fabulous,5.3,425,John Pasquin,
60000000,Adventure Action Fantasy,2002,43061982,101.0,Reign of Fire,6.0,669,Rob Bowman,
60000000,Crime Drama Action Thriller,2013,105200903,113.0,Gangster Squad,6.2,1778,Ruben Fleischer,
60000000,Comedy Adventure,2009,62357900,97.0,Year One,4.6,524,Harold Ramis,
60000000,Drama History,2009,122233971,134.0,Invictus,7.0,1125,Clint Eastwood,
60000000,Action,2009,87784194,127.0,State of Play,6.7,484,Kevin Macdonald,
78146652,Romance Comedy Crime,2009,60000000,125.0,Duplicity,5.7,201,Tony Gilroy,
65000000,Comedy Drama Family Science Fiction,1999,36850101,94.0,My Favorite Martian,5.1,80,Donald Petrie,
60000000,Action Thriller Crime,2006,77920346,108.0,The Sentinel,5.8,225,Clark Johnson,
70000000,Science Fiction Animation Family Comedy Adventure,2009,104945765,91.0,Planet 51,5.6,556,Jorge Blanco,
60000000,Science Fiction Action Adventure Thriller,2002,67312826,117.0,Star Trek: Nemesis,6.1,479,Stuart Baird,
60000000,Crime Comedy Romance,2003,119940815,100.0,Intolerable Cruelty,5.8,391,Joel Coen,
0,Drama Romance,2012,0,111.0,Trouble with the Curve,6.6,366,Robert Lorenz,
80000000,Crime Drama Mystery Thriller,2010,74901339,117.0,Edge of Darkness,6.2,487,Martin Campbell,
60000000,Horror Mystery Thriller,1997,33956608,110.0,The Relic,5.8,130,Peter Hyams,
60000000,Comedy Crime,2002,55003135,96.0,Analyze That,5.7,380,Harold Ramis,
60000000,Action Crime Drama Thriller,2008,73174566,101.0,Righteous Kill,5.9,375,Jon Avnet,
60000000,Action Crime Drama Thriller,1998,0,111.0,Mercury Rising,6.0,368,Harold Becker,
60000000,Drama,2009,31720158,109.0,The Soloist,6.6,234,Joe Wright,
80000000,Fantasy Drama,2000,39459427,126.0,The Legend of Bagger Vance,6.3,251,Robert Redford,
60000000,Drama Music,2000,47383689,122.0,Almost Famous,7.4,797,Cameron Crowe,
0,Animation Comedy Family,2006,141702264,78.0,Garfield: A Tail of Two Kitties,5.1,464,Tim Hill,
60000000,Action Adventure Crime Drama Mystery,2005,71073932,101.0,xXx: State of the Union,4.7,549,Lee Tamahori,
60000000,Action Science Fiction Fantasy Thriller Horror,2011,78309131,87.0,Priest,5.4,692,Scott Stewart,
60000000,Family Animation Adventure,2003,26288320,86.0,Sinbad: Legend of the Seven Seas,6.6,372,Tim Johnson,
60000000,Horror Science Fiction Mystery,1997,26673242,96.0,Event Horizon,6.5,742,Paul W.S. Anderson,
60000000,Drama,2002,52322400,104.0,Dragonfly,6.1,204,Tom Shadyac,
50000000,Drama,2006,49111202,121.0,The Black Dahlia,5.7,287,Brian De Palma,
60000000,Action Adventure Drama History Romance,2006,17800000,140.0,Flyboys,6.3,271,Tony Bill,
72000000,Action Drama Thriller,2001,27642707,131.0,The Last Castle,7.0,285,Rod Lurie,
90000000,Horror Science Fiction Thriller,2000,14828081,91.0,Supernova,4.9,109,Walter Hill,
60000000,Drama Fantasy Mystery Romance,2014,30800231,118.0,Winter's Tale,6.0,487,Akiva Goldsman,
60000000,Action Adventure Drama Mystery Romance,2013,90565421,130.0,The Mortal Instruments: City of Bones,6.2,1602,Harald Zwart,
60000000,Comedy Science Fiction Adventure Family,2008,50650079,90.0,Meet Dave,5.0,371,Brian Robbins,
30000000,Drama Horror Thriller,2005,25473093,105.0,Dark Water,5.3,274,Walter Salles,
80000000,Comedy,1999,0,122.0,Edtv,5.7,166,Ron Howard,
60000000,Adventure Family Fantasy,2008,57490374,106.0,Inkheart,6.0,592,Iain Softley,
60000000,Action Comedy Thriller Crime Science Fiction,2008,39031337,103.0,The Spirit,4.7,320,Frank Miller,
60000000,Comedy Adventure,2015,30418560,106.0,Mortdecai,5.4,1055,David Koepp,
60000000,Adventure Fantasy Action Drama,2007,0,127.0,In the Name of the King: A Dungeon Siege Tale,4.1,224,Uwe Boll,
35000000,Drama Romance Adventure War,2003,0,127.0,Beyond Borders,6.7,110,Martin Campbell,
68490000,Action Adventure Fantasy,2016,193677158,120.0,The Monkey King 2,6.0,24,Soi Cheang,
80000000,Action History War,2005,10166502,132.0,The Great Raid,6.8,91,John Dahl,
58000000,Action Adventure Comedy,2016,783112979,108.0,Deadpool,7.4,10995,Tim Miller,
60000000,Drama Comedy,1998,0,114.0,Holy Man,4.9,111,Stephen Herek,
58800000,War Action,2014,542307423,133.0,American Sniper,7.4,4469,Clint Eastwood,
58000000,Adventure Horror Comedy,2015,158162788,103.0,Goosebumps,6.2,995,Rob Letterman,
58000000,Comedy Fantasy Romance,2005,102854431,95.0,Just Like Heaven,6.5,579,Mark Waters,
83000000,Science Fiction Comedy Family Romance,2000,59468275,90.0,The Flintstones in Viva Rock Vegas,4.4,134,Brian Levant,
63000000,Action Adventure Thriller War,1988,189015611,102.0,Rambo III,5.7,690,Peter MacDonald,
58000000,Comedy Romance Drama,2008,41299492,114.0,Leatherheads,5.7,130,George Clooney,
60000000,Comedy Western,2015,0,119.0,The Ridiculous 6,4.9,388,Frank Coraci,
58000000,Comedy,2009,85280250,103.0,Did You Hear About the Morgans?,5.1,276,Marc Lawrence,
58000000,Comedy,2013,44000000,119.0,The Internship,6.1,1658,Shawn Levy,
60000000,Action Adventure Horror Science Fiction,2010,300228084,97.0,Resident Evil: Afterlife,5.8,1363,Paul W.S. Anderson,
58000000,Drama Action Adventure History War,2012,50365377,125.0,Red Tails,5.9,178,Anthony Hemingway,
57000000,Drama Horror Mystery Thriller,1997,152944660,144.0,The Devil's Advocate,7.2,1374,Taylor Hackford,
70000000,Comedy,2012,58058367,116.0,That's My Boy,5.5,453,Sean Anders,
57000000,Fantasy,1996,115267375,103.0,DragonHeart,6.4,535,Rob Cohen,
60000000,Action Comedy Crime Drama,2004,61347797,97.0,After the Sunset,6.0,226,Brett Ratner,
57000000,Action Fantasy Thriller,2011,149217355,95.0,Ghost Rider: Spirit of Vengeance,4.7,1135,Brian Taylor,
57000000,Drama History Romance,2001,62112895,131.0,Captain Corelli's Mandolin,5.5,145,John Madden,
56000000,Action Comedy Drama Family Thriller,2005,113006880,95.0,The Pacifier,5.8,842,Adam Shankman,
56000000,Adventure Drama Action Thriller,2004,57223890,86.0,Walking Tall,6.0,381,Kevin Bray,
55000000,Comedy Drama Romance,1994,677945399,142.0,Forrest Gump,8.2,7927,Robert Zemeckis,
60000000,Comedy Music Family Fantasy Animation,2007,361366633,92.0,Alvin and the Chipmunks,5.5,1177,Tim Hill,
55000000,Comedy Romance,2000,330444045,108.0,Meet the Parents,6.6,1698,Jay Roach,
55000000,Adventure Animation Drama Family,1995,346079773,81.0,Pocahontas,6.7,1457,Mike Gabriel,
55000000,Action Adventure Fantasy Science Fiction,1978,300218018,143.0,Superman,6.9,1022,Richard Donner,
54000000,Fantasy Comedy Romance Science Fiction,1996,128769345,95.0,The Nutty Professor,5.4,702,Tom Shadyac,
70000000,Comedy Drama Romance,2005,368100420,118.0,Hitch,6.4,1665,Andy Tennant,
55000000,Adventure Comedy Family Romance,1997,0,92.0,George of the Jungle,5.4,496,Sam Weisman,
55000000,Comedy Romance,2003,231449203,103.0,American Wedding,6.0,1129,Jesse Dylan,
55000000,Action Drama Thriller,2013,95000000,134.0,Captain Phillips,7.6,2454,Paul Greengrass,
55000000,Comedy,2010,152263880,97.0,Date Night,5.9,1122,Shawn Levy,
50000000,Fantasy Comedy Family,1995,287928194,100.0,Casper,6.0,1019,Brad Silberling,
55000000,Thriller Action Crime,2014,192330738,132.0,The Equalizer,7.1,2954,Antoine Fuqua,
55000000,Comedy Drama Romance,2002,154906693,105.0,Maid in Manhattan,5.6,485,Wayne Wang,
53000000,Action Thriller Drama,1995,157387195,116.0,Crimson Tide,7.0,498,Tony Scott,
55000000,Drama,2006,307077295,117.0,The Pursuit of Happyness,7.7,2525,Gabriele Muccino,
55000000,Thriller Drama Mystery,2005,223387299,98.0,Flightplan,6.1,772,Robert Schwentke,
55000000,Drama Thriller Crime Mystery Romance,1994,214015089,123.0,Disclosure,5.9,210,Barry Levinson,
55000000,Drama Fantasy Romance,1998,198685114,114.0,City of Angels,6.4,529,Brad Silberling,
30000000,Action Crime,2003,180949000,111.0,Kill Bill: Vol. 1,7.7,4949,Quentin Tarantino,
55000000,Comedy,1999,0,97.0,Bowfinger,6.0,254,Frank Oz,
30000000,Action Crime Thriller,2004,152159461,136.0,Kill Bill: Vol. 2,7.6,3948,Quentin Tarantino,
55000000,Action Adventure Comedy,1989,63408614,104.0,Tango & Cash,6.1,458,Andrei Konchalovsky,
55000000,Fantasy Comedy,1992,149022650,104.0,Death Becomes Her,6.3,636,Robert Zemeckis,
55000000,Adventure Action Comedy Western,2000,56932305,110.0,Shanghai Noon,6.2,735,Tom Dey,
55000000,Action Adventure Drama Thriller,1996,121969216,133.0,Executive Decision,5.8,256,Stuart Baird,
55000000,Comedy Family,2011,187361754,94.0,Mr. Popper's Penguins,5.7,751,Mark Waters,
55000000,Action Adventure Fantasy,2008,127906624,104.0,The Forbidden Kingdom,6.3,461,Rob Minkoff,
55000000,Animation Comedy Family,2013,110000000,91.0,Free Birds,5.7,254,Jimmy Hayward,
50000000,Science Fiction Action Horror,1992,159773545,114.0,Alien ,6.2,1633,David Fincher,
55000000,History Drama Music,1996,141047179,134.0,Evita,5.9,120,Alan Parker,
55000000,Action Thriller Crime Adventure,1998,41610884,122.0,Ronin,6.7,658,John Frankenheimer,
50000000,Adventure,1996,75000000,109.0,The Ghost and the Darkness,6.4,236,Stephen Hopkins,
55000000,Family Comedy,2014,259207227,95.0,Paddington,7.0,883,Paul King,
68000000,Comedy,2012,68267862,98.0,The Watch,5.3,881,Akiva Schaffer,
55000000,Drama Action Thriller Crime,2003,34234008,94.0,The Hunted,6.0,189,William Friedkin,
80000000,Drama Mystery Thriller,1999,0,126.0,Instinct,6.2,146,Jon Turteltaub,
55000000,Comedy,2003,33828318,118.0,Stuck on You,5.1,188,Bobby Farrelly,
0,Comedy,2008,33472850,91.0,Semi-Pro,5.4,251,Kent Alterman,
60000000,Animation Adventure Family Comedy,2012,118338361,88.0,The Pirates! In an Adventure with Scientists!,6.4,374,Peter Lord,
55000000,Crime Drama Mystery,2008,113020255,141.0,Changeling,7.3,1131,Clint Eastwood,
50000000,Action Drama Science Fiction Thriller,1996,60209334,107.0,Chain Reaction,5.3,284,Andrew Davis,
55000000,Drama Mystery Thriller,1996,18626419,116.0,The Fan,5.7,194,Tony Scott,
70000000,Thriller Drama Romance,2004,154648887,143.0,The Phantom of the Opera,7.0,438,Joel Schumacher,
55000000,Drama History Romance,2007,74237563,114.0,Elizabeth: The Golden Age,6.6,303,Shekhar Kapur,
62000000,Action Science Fiction,2005,52304001,93.0, on Flux,5.4,703,Karyn Kusama,
56000000,Drama History War,2003,12923936,214.0,Gods and Generals,6.1,48,Ronald F. Maxwell,
55000000,Action Thriller Crime,1997,11466088,100.0,Turbulence,5.2,62,Robert Butler,
55000000,Comedy,2009,0,107.0,Imagine That,5.7,134,Karey Kirkpatrick,
50000000,Comedy Adventure Crime Family,2014,80383290,112.0,Muppets Most Wanted,6.2,316,James Bobin,
57000000,Action Adventure Comedy Family Fantasy,2004,28283637,95.0,Thunderbirds,4.2,91,Jonathan Frakes,
55000000,Drama Romance,2010,89519773,119.0,Burlesque,6.9,573,Steve Antin,
47000000,Drama,2004,0,133.0,A Very Long Engagement,7.1,346,Jean-Pierre Jeunet,
2000000,Drama Romance,1962,9250000,153.0,Lolita,7.3,395,Stanley Kubrick,
55000000,Action Thriller,2002,6416302,96.0,D-Tox,5.3,123,Jim Gillespie,
54000000,Fantasy Horror Action Thriller,2002,155010032,117.0,Blade II,6.2,1528,Guillermo del Toro,
55000000,Drama,2008,168167691,123.0,Seven Pounds,7.5,2039,Gabriele Muccino,
55000000,Action Crime Thriller,2013,9489829,92.0,Bullet to the Head,5.2,481,Walter Hill,
54000000,Crime Drama Thriller,1990,136766062,162.0,The Godfather: Part III,7.1,1546,Francis Ford Coppola,
57000000,Comedy Drama Romance,2005,52034889,123.0,Elizabethtown,6.1,327,Cameron Crowe,
54000000,Comedy Romance,2006,130431368,108.0,"You, Me and Dupree",5.4,407,Anthony Russo,
54000000,Action Adventure Fantasy Science Fiction,1980,190458706,127.0,Superman II,6.5,629,Richard Lester,
54000000,Drama,2003,7266209,121.0,Gigli,3.5,104,Martin Brest,
55000000,Drama Thriller,2006,9450897,125.0,All the King's Men,5.7,95,Steven Zaillian,
46000000,Action Adventure Crime Thriller,2000,107196498,99.0,Shaft,5.5,308,John Singleton,
53000000,Animation Family,1997,139804348,94.0,Anastasia,7.4,1432,Gary Goldman,
52500000,Drama Music Romance,2001,179213434,127.0,Moulin Rouge!,7.4,1300,Baz Luhrmann,
75000000,Mystery Thriller Crime,2001,54249294,89.0,Domestic Disturbance,5.4,113,Harold Becker,
53000000,Crime Drama,2015,98837872,122.0,Black Mass,6.3,1242,Scott Cooper,
90000000,War Drama History,2006,65900249,132.0,Flags of Our Fathers,6.7,526,Clint Eastwood,
53000000,Drama Crime Thriller,2009,126690726,109.0,Law Abiding Citizen,7.2,1486,F. Gary Gray,
67000000,Thriller Action Horror,2007,25037897,191.0,Grindhouse,6.8,459,Robert Rodriguez,
0,Drama Thriller,1998,0,172.0,Beloved,5.9,26,Jonathan Demme,
0,Drama Romance,2007,5761917,124.0,Lucky You,5.4,81,Curtis Hanson,
52000000,Drama Crime,2002,352114312,141.0,Catch Me If You Can,7.7,3795,Steven Spielberg,
40000000,Thriller Drama History,2012,132820716,157.0,Zero Dark Thirty,6.7,1702,Kathryn Bigelow,
52000000,Romance Comedy,2006,204999686,106.0,The Break-Up,5.6,832,Peyton Reed,
52000000,Comedy Romance,2008,609841637,108.0,Mamma Mia!,6.4,1386,Phyllida Lloyd,
52000000,Comedy Romance,2010,216485654,125.0,Valentine's Day,5.7,1013,Garry Marshall,
50000000,Action Adventure Comedy,2005,110803676,104.0,The Dukes of Hazzard,5.1,316,Jay Chandrasekhar,
52000000,Drama History War,1998,98126565,170.0,The Thin Red Line,7.2,771,Terrence Malick,
52000000,Comedy,2011,75450437,112.0,The Change-Up,5.9,736,David Dobkin,
82000000,Comedy Drama Romance,1999,47434430,118.0,Man on the Moon,6.9,435,Milo\u0161 Forman,
52000000,Drama Crime,1995,116112375,178.0,Casino,7.8,1307,Martin Scorsese,
52000000,Action Crime Thriller,2010,52826594,92.0,From Paris with Love,6.1,675,Pierre Morel,
52000000,Action Comedy Fantasy,2003,0,104.0,Bulletproof Monk,5.1,278,Paul Hunter,
51000000,Comedy,2000,149270999,116.0,"Me, Myself & Irene",6.1,927,Bobby Farrelly,
51000000,Animation Comedy Family,2006,72779000,90.0,Barnyard,5.3,225,Steve Oedekerk,
0,Comedy Family,2006,47231070,93.0,Deck the Halls,5.1,109,John Whitesell,
50000000,Adventure Fantasy Drama Romance,2009,709827462,130.0,The Twilight Saga: New Moon,5.6,2436,Chris Weitz,
60000000,Adventure Animation Comedy Family Fantasy,2001,484409218,90.0,Shrek,7.3,4056,Andrew Adamson,
50200000,Science Fiction Thriller Romance,2011,127869379,106.0,The Adjustment Bureau,6.5,1652,George Nolfi,
48000000,Adventure,1991,390493908,143.0,Robin Hood: Prince of Thieves,6.6,909,Kevin Reynolds,
50000000,Comedy Drama Romance,1996,273552592,139.0,Jerry Maguire,6.7,913,Cameron Crowe,
50000000,Comedy Fantasy,2012,549368315,106.0,Ted,6.3,4697,Seth MacFarlane,
50000000,Comedy Romance,1997,314178011,139.0,As Good as It Gets,7.2,915,James L. Brooks,
50000000,Comedy Drama,1998,202292902,115.0,Patch Adams,7.0,832,Tom Shadyac,
50000000,Comedy,2013,173649015,119.0,Anchorman 2: The Legend Continues,6.0,923,Adam McKay,
50000000,Comedy Romance,2002,171269535,96.0,Mr. Deeds,5.6,644,Steven Brill,
50000000,Thriller Science Fiction Mystery,2011,260095987,112.0,Super 8,6.6,2435,J.J. Abrams,
52000000,Drama,2000,256271286,131.0,Erin Brockovich,7.1,716,Steven Soderbergh,
50000000,Comedy Romance,2003,177371441,116.0,How to Lose a Guy in 10 Days,6.3,850,Donald Petrie,
50000000,Crime Comedy Action,2014,188441614,112.0,22 Jump Street,7.0,3319,Phil Lord,
60000000,Horror Romance,1994,223664608,123.0,Interview with the Vampire,7.2,1516,Neil Jordan,
70000000,Comedy,2008,225990978,104.0,Yes Man,6.4,1813,Peyton Reed,
50000000,Action Comedy,2016,216972543,107.0,Central Intelligence,6.2,1650,Rawson Marshall Thurber,
0,Drama Romance,1998,0,124.0,Stepmom,6.9,277,Chris Columbus,
50000000,Comedy,2015,242786137,96.0,Daddy's Home,5.8,854,Sean Anders,
50000000,Fantasy Comedy Music,2014,212902372,125.0,Into the Woods,5.6,1652,Rob Marshall,
45000000,Crime Drama Thriller,2006,184376254,129.0,Inside Man,7.3,1630,Spike Lee,
90000000,Drama Action Thriller Crime,1999,161626121,100.0,Payback,6.7,548,Brian Helgeland,
50000000,Action Adventure Drama Mystery Science Fiction,1995,152022101,109.0,Congo,5.0,213,Frank Marshall,
50000000,Drama Comedy Family,2011,120081841,124.0,We Bought a Zoo,6.5,909,Cameron Crowe,
50000000,Comedy,2006,88715192,97.0,Failure to Launch,5.5,399,Tom Dey,
50000000,Drama Horror Thriller,2005,161451538,110.0,The Ring Two,5.4,632,Hideo Nakata,
50000000,Comedy Drama Romance,2011,142851197,118.0,"Crazy, Stupid, Love.",7.0,2443,Glenn Ficarra,
50000000,Animation Comedy Family,2004,200804534,80.0,Garfield,5.2,820,Peter Hewitt,
60000000,Comedy Family,2004,0,99.0,Christmas with the Kranks,5.2,193,Joe Roth,
50000000,Drama,2011,110206216,133.0,Moneyball,7.0,1381,Bennett Miller,
50000000,Action Drama Science Fiction Thriller,1995,189859560,127.0,Outbreak,6.3,513,Wolfgang Petersen,
50000000,Action Thriller Mystery,2014,222809600,106.0,Non-Stop,6.8,2268,Jaume Collet-Serra,
50000000,Adventure Family Fantasy Science Fiction Thriller,2009,106303988,98.0,Race to Witch Mountain,5.5,509,Andy Fickman,
54000000,Action Thriller Fantasy,2006,132511035,132.0,V for Vendetta,7.7,4442,James McTeigue,
50000000,Action Adventure Comedy Western,2003,88323487,115.0,Shanghai Knights,6.0,692,David Dobkin,
50000000,Adventure Animation Comedy Family,2006,69834815,86.0,Curious George,6.2,106,Matthew O'Callaghan,
50000000,Comedy Family Adventure Fantasy Romance,2005,66002004,101.0,Herbie Fully Loaded,5.1,542,Angela Robinson,
50000000,Thriller,2001,100020092,113.0,Don't Say a Word,6.0,220,Gary Fleder,
50000000,Fantasy Horror Action,2013,224803475,88.0,Hansel & Gretel: Witch Hunters,5.7,3239,Tommy Wirkola,
50000000,Thriller Drama,2002,119137784,124.0,Unfaithful,6.3,276,Adrian Lyne,
50000000,Action Thriller Science Fiction Adventure,2011,144492830,109.0,I Am Number Four,5.9,1567,D.J. Caruso,
50000000,Drama Thriller,2005,94000000,128.0,Syriana,6.3,451,Stephen Gaghan,
50000000,Action Drama History Thriller War,2016,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938,Michael Bay,
50000000,Romance Animation Adventure Comedy Family,2014,97437106,95.0,The Book of Life,7.3,755,Jorge R. Gutierrez,
45000000,Thriller,2006,82800000,105.0,Firewall,5.6,267,Richard Loncraine,
50000000,Crime Drama Thriller,1997,50068310,121.0,Absolute Power,6.4,223,Clint Eastwood,
50000000,Action Drama,1997,48169156,125.0,G.I. Jane,6.0,395,Ridley Scott,
50000000,Drama Thriller Mystery,1997,109423648,129.0,The Game,7.5,1506,David Fincher,
50000000,Horror Mystery,2006,97607453,125.0,Silent Hill,6.3,1067,Christophe Gans,
0,Comedy,2000,0,118.0,The Replacements,6.1,203,Howard Deutch,
50000000,Comedy,2012,234989584,113.0,American Reunion,6.1,1611,Jon Hurwitz,
50000000,Action Adventure Crime Drama Mystery,1998,44547681,140.0,The Negotiator,6.8,582,F. Gary Gray,
50000000,Action Thriller,2014,160602194,89.0,Into the Storm,5.8,817,Steven Quale,
50000000,Action Comedy Crime,1994,119208989,104.0,Beverly Hills Cop III,5.5,434,John Landis,
50000000,Comedy Horror Fantasy,1990,41482207,106.0,Gremlins 2: The New Batch,6.2,652,Joe Dante,
50000000,Drama,2014,83719388,141.0,The Judge,7.2,1417,David Dobkin,
50000000,Action Thriller,1997,0,124.0,The Peacemaker,5.8,255,Mimi Leder,
45000000,Horror Action Science Fiction,2004,129394835,94.0,Resident Evil: Apocalypse,6.1,1267,Alexander Witt,
50000000,Comedy Romance,2004,40203020,108.0,Bridget Jones: The Edge of Reason,6.1,750,Beeban Kidron,
50000000,Thriller Crime Drama,2003,55495563,105.0,Out of Time,6.1,298,Carl Franklin,
50000000,Action Thriller,1994,49000000,102.0,On Deadly Ground,4.5,104,Steven Seagal,
